ISO,value,Kabul_78_Asia,Kabul_79_Asia,Vienna_45_Europa,Sofia_47_Europa,Beijing_46_Asia,Beijing_48_Asia,Beijing_49_Asia,Beijing_50_Asia,Beijing_89_Asia,Havanna_59_Americas,Havanna_62_Americas,Bonn_48_Europa,Bonn_48_Europa.1,Bonn_53_Europa,Bonn_60_Europa,Bonn_61_Europa,Athens_46_Europa,Budapest_56_Europa,PhnumPenh_70_Asia,PhnumPenh_75_Asia,Soul_50_Asia,Vientiane_62_Asia,Vientiane_75_Asia,Tripoli_69_Africa,Managua_79_Americas,Prague_48_Europa,Prague_68_Europa,Warsaw_45_Europa,Warsaw_56_Europa,Warsaw_81_Europa,Pyongyang_46_Asia,Pyongyang_50_Asia,Pyongyang_55_Asia,Pyongyang_69_Asia,SanSalvador_79_Americas,Taipei_58_Asia,HaNoi_54_Asia,HaNoi_54_Asia.1,HaNoi_68_Asia,HaNoi_75_Asia
COM,,5802.41761411298,5802.41761411298,7146.2570426888,6356.4214217433,9440.2847616415,9440.2847616415,9440.2847616415,9440.2847616415,9440.2847616415,14149.6880679783,14149.6880679783,7753.00847931889,,7753.00847931889,7753.00847931889,7753.00847931889,5863.79217498812,6977.08158463008,7286.0321634338,7286.0321634338,10251.4090163041,7299.48914432946,7299.48914432946,5878.72479628624,14545.709748419,7398.48057314129,7398.48057314129,7397.45918828624,7397.45918828624,7397.45918828624,10184.0917813114,10184.0917813114,10184.0917813114,10184.0917813114,14873.6191367628,9408.37956185824,7742.16104555265,,7742.16104555265,7742.16104555265
CPV,,9327.37312865853,9327.37312865853,5188.60471371592,5413.07321755258,12659.3297263297,12659.3297263297,12659.3297263297,12659.3297263297,12659.3297263297,6222.96825954732,6222.96825954732,4829.54903162631,,4829.54903162631,4829.54903162631,4829.54903162631,5285.1834456935,5328.82298741223,13633.9084234198,13633.9084234198,13431.2586395698,13087.2968097979,13087.2968097979,4202.01323804563,6779.44926839137,5184.2838509146,5184.2838509146,5700.84692163742,5700.84692163742,5700.84692163742,13236.3313592517,13236.3313592517,13236.3313592517,13236.3313592517,7060.43497078148,14194.6707511206,13211.7111644598,,13211.7111644598,13211.7111644598
CRI,,14339.1479886342,14339.1479886342,9956.40238167042,10654.5179447372,14099.3053514056,14099.3053514056,14099.3053514056,14099.3053514056,14099.3053514056,1472.56289513571,1472.56289513571,9243.79249273381,,9243.79249273381,9243.79249273381,9243.79249273381,10859.01413664,10178.04644617,17430.8301650453,17430.8301650453,13837.4249473452,16833.7428027977,16833.7428027977,10088.2257904368,342.744214108632,9768.48704208841,9768.48704208841,10148.5432969455,10148.5432969455,10148.5432969455,13771.806242998,13771.806242998,13771.806242998,13771.806242998,695.548665502168,15249.2655753963,16413.8028965165,,16413.8028965165,16413.8028965165
CUB,,12953.6802668035,12953.6802668035,8740.54784790775,9490.18534215435,12760.6160558418,12760.6160558418,12760.6160558418,12760.6160558418,12760.6160558418,0,0,8014.7486249368,,8014.7486249368,8014.7486249368,8014.7486249368,9763.79965009477,8963.20599447124,16085.203295084,16085.203295084,12620.8075138897,15425.7843764782,15425.7843764782,9135.67990514032,1285.03741441594,8532.42386807142,8532.42386807142,8867.27359037064,8867.27359037064,8867.27359037064,12529.4150140321,12529.4150140321,12529.4150140321,12529.4150140321,1269.01769917078,14087.5293518331,15038.487052162,,15038.487052162,15038.487052162
CYM,,13287.6223267759,13287.6223267759,8987.5633964983,9716.90643953918,13197.4312962547,13197.4312962547,13197.4312962547,13197.4312962547,13197.4312962547,437.114209738941,437.114209738941,8266.09319077751,,8266.09319077751,8266.09319077751,8266.09319077751,9963.23542545336,9210.24901335085,16522.1795148884,16522.1795148884,13049.0940892663,15859.8451239756,15859.8451239756,9278.47152983553,948.982753513417,8787.98587607022,8787.98587607022,9144.20381329862,9144.20381329862,9144.20381329862,12960.1157727443,12960.1157727443,12960.1157727443,12960.1157727443,1038.35328721295,14511.9423238133,15475.0428800452,,15475.0428800452,15475.0428800452
CYP,,3258.1543205665,3258.1543205665,2015.22800861186,1204.92712285609,7080.90182282184,7080.90182282184,7080.90182282184,7080.90182282184,7080.90182282184,10663.6366035464,10663.6366035464,2728.01833367318,,2728.01833367318,2728.01833367318,2728.01833367318,916.544661222725,1806.63323771331,7608.26241229161,7608.26241229161,8014.98823924906,7020.90137782063,7020.90137782063,1877.923071174,11790.9757370054,2258.42683205859,2258.42683205859,2134.2058251829,2134.2058251829,2134.2058251829,7840.00379256664,7840.00379256664,7840.00379256664,7840.00379256664,11904.3248189502,8300.38979552285,7142.73643232116,,7142.73643232116,7142.73643232116
CZE,,4712.22871724827,4712.22871724827,252.83832253951,1067.75975135008,7475.13461068815,7475.13461068815,7475.13461068815,7475.13461068815,7475.13461068815,8532.42386807142,8532.42386807142,525.111691611357,,525.111691611357,525.111691611357,525.111691611357,1535.16021446208,452.113891253302,9067.16897175194,9067.16897175194,8270.02257672398,8370.20710879051,8370.20710879051,1912.03736576117,9731.20174936331,0,0,518.535027076712,518.535027076712,518.535027076712,8075.82450926049,8075.82450926049,8075.82450926049,8075.82450926049,9796.45523025827,9044.20871263412,8342.891138377,,8342.891138377,8342.891138377
DEU,,4788.61236258428,4788.61236258428,524.081174102814,1320.08455850884,7377.47761537434,7377.47761537434,7377.47761537434,7377.47761537434,7377.47761537434,8373.95026534683,8373.95026534683,478.206578619561,,478.206578619561,478.206578619561,478.206578619561,1803.40066632193,695.301740072976,9099.89742629362,9099.89742629362,8148.8866749678,8391.27515788023,8391.27515788023,2179.6529559837,9589.22572457432,279.716492174776,279.716492174776,519.529129405735,519.529129405735,519.529129405735,7954.15637576752,7954.15637576752,7954.15637576752,7954.15637576752,9641.25887858188,8975.63991880427,8342.24270363415,,8342.24270363415,8342.24270363415
DJI,,3660.53948378885,3660.53948378885,4761.42576917391,3945.0628688394,7766.39036163274,7766.39036163274,7766.39036163274,7766.39036163274,7766.39036163274,12956.2420604304,12956.2420604304,5436.08811597831,,5436.08811597831,5436.08811597831,5436.08811597831,3504.83302418275,4568.04285809842,6722.88742073841,6722.88742073841,8695.34126471636,6416.10689093432,6416.10689093432,3861.49841662743,13855.6618620691,5012.44703241975,5012.44703241975,4926.80529353012,4926.80529353012,4926.80529353012,8573.70078050527,8573.70078050527,8573.70078050527,8573.70078050527,14071.1857123853,8320.67412946431,6743.23798200588,,6743.23798200588,6743.23798200588
DMA,,12420.3448817721,12420.3448817721,7852.41199424442,8445.58207623186,13888.4163395835,13888.4163395835,13888.4163395835,13888.4163395835,13888.4163395835,2366.29140649829,2366.29140649829,7193.85211778033,,7193.85211778033,7193.85211778033,7193.85211778033,8559.06852517806,8063.54373950835,16677.8784606295,16677.8784606295,14087.8368270931,15933.5107229221,15933.5107229221,7679.19180335635,2712.78891896612,7708.38516248167,7708.38516248167,8162.36492131868,8162.36492131868,8162.36492131868,13944.4665496801,13944.4665496801,13944.4665496801,13944.4665496801,3000.42243722257,15530.3052337065,15753.9102145775,,15753.9102145775,15753.9102145775
DNK,,4861.62109330245,4861.62109330245,871.858337655183,1639.07362845632,7219.41198371948,7219.41198371948,7219.41198371948,7219.41198371948,7219.41198371948,8212.85960878052,8212.85960878052,660.688240936108,,660.688240936108,660.688240936108,660.688240936108,2137.91726062389,1019.30317299627,9100.63312004369,9100.63312004369,7960.22796210812,8379.13554873378,8379.13554873378,2532.8351739811,9448.03707709696,635.383058649988,635.383058649988,673.462512997283,673.462512997283,673.462512997283,7765.29804355483,7765.29804355483,7765.29804355483,7765.29804355483,9481.87656364119,8849.21305653607,8302.59889588008,,8302.59889588008,8302.59889588008
DOM,,12725.2624142213,12725.2624142213,8230.7519744973,8898.45895320414,13507.5700685482,13507.5700685482,13507.5700685482,13507.5700685482,13507.5700685482,1390.81897308559,1390.81897308559,7532.75477767665,,7532.75477767665,7532.75477767665,7532.75477767665,9080.11199588714,8450.0255836802,16633.8544033432,16633.8544033432,13554.0348839293,15892.5606015781,15892.5606015781,8294.60508055422,1887.44569110504,8057.29165596718,8057.29165596718,8468.35153561488,8468.35153561488,8468.35153561488,13432.7324698025,13432.7324698025,13432.7324698025,13432.7324698025,2124.84566490291,15032.6535297919,15609.8322214761,,15609.8322214761,15609.8322214761
DZA,,5869.07742791498,5869.07742791498,1671.57113360677,1851.47427961866,9129.22874031633,9129.22874031633,9129.22874031633,9129.22874031633,9129.22874031633,8120.27515707317,8120.27515707317,1584.25284011275,,1584.25284011275,1584.25284011275,1584.25284011275,1831.65478832909,1777.66644589988,10283.1142267216,10283.1142267216,9961.44859868557,9651.3987652264,9651.3987652264,1019.84829444826,9155.35812209794,1737.29372879808,1737.29372879808,2220.42673328533,2220.42673328533,2220.42673328533,9768.68815927419,9768.68815927419,9768.68815927419,9768.68815927419,9309.61718975643,10619.9255105569,9709.80641799072,,9709.80641799072,9709.80641799072
ECU,,14945.0690223578,14945.0690223578,10390.3878713161,10994.0651056086,15358.7933695094,15358.7933695094,15358.7933695094,15358.7933695094,15358.7933695094,2617.2115739014,2617.2115739014,9718.01550567519,,9718.01550567519,9718.01550567519,9718.01550567519,11099.6308282925,10603.8547992759,18695.4173025952,18695.4173025952,15118.3326685289,18037.526946011,18037.526946011,10185.1397002577,1614.3037629583,10237.4385467659,10237.4385467659,10675.9884130862,10675.9884130862,10675.9884130862,15052.2673236392,15052.2673236392,15052.2673236392,15052.2673236392,1938.15300468577,16521.6574234189,17654.7341755957,,17654.7341755957,17654.7341755957
EGY,,3587.47201850506,3587.47201850506,2381.82300257001,1571.68409200355,7558.76134827063,7558.76134827063,7558.76134827063,7558.76134827063,7558.76134827063,10804.1892609049,10804.1892609049,3050.59416203092,,3050.59416203092,3050.59416203092,3050.59416203092,1120.01866676094,2196.44696303729,7815.68225515967,7815.68225515967,8503.3455149089,7275.29193073247,7275.29193073247,1742.69298088877,11867.9298340265,2634.10115718226,2634.10115718226,2603.4508969143,2603.4508969143,2603.4508969143,8333.56387255411,8333.56387255411,8333.56387255411,8333.56387255411,12014.0862063979,8692.01901375313,7439.72439666108,,7439.72439666108,7439.72439666108
ERI,,3696.72497636662,3696.72497636662,4190.72182025451,3379.48292241761,7872.12144679432,7872.12144679432,7872.12144679432,7872.12144679432,7872.12144679432,12347.7019537388,12347.7019537388,4851.17528784416,,4851.17528784416,4851.17528784416,4851.17528784416,2920.90046835014,4004.2809921661,7131.88068425772,7131.88068425772,8818.71271349282,6766.61339949886,6766.61339949886,3245.18011983962,13270.7488783195,4443.03891276954,4443.03891276954,4389.81126620913,4389.81126620913,4389.81126620913,8682.8797272931,8682.8797272931,8682.8797272931,8682.8797272931,13476.5118124768,8580.22228568932,7059.4978161372,,7059.4978161372,7059.4978161372
ESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,,6295.72926500491,6295.72926500491,1813.02248275646,2259.00557011651,9243.84139328812,9243.84139328812,9243.84139328812,9243.84139328812,9243.84139328812,7450.81777790119,7450.81777790119,1420.38831606106,,1420.38831606106,1420.38831606106,1420.38831606106,2375.32230021825,1985.66994257552,10711.4255936899,10711.4255936899,10018.6776307221,10045.3383025377,10045.3383025377,1720.45656474382,8520.54884177347,1775.23118905461,1775.23118905461,2293.75629968979,2293.75629968979,2293.75629968979,9823.88549460636,9823.88549460636,9823.88549460636,9823.88549460636,8658.51705984861,10818.9032554522,10057.8904836668,,10057.8904836668,10057.8904836668
EST,,4240.46866579888,4240.46866579888,1363.51260595731,1864.78183958443,6381.27407928084,6381.27407928084,6381.27407928084,6381.27407928084,6381.27407928084,8733.97530346712,8733.97530346712,1477.70740440419,,1477.70740440419,1477.70740440419,1477.70740440419,2386.76495828609,1380.40325700669,8350.99238378771,8350.99238378771,7126.24475419091,7618.65450592875,7618.65450592875,3072.1346255831,9998.88372738899,1231.76459826305,1231.76459826305,835.390969815349,835.390969815349,835.390969815349,6931.32197282956,6931.32197282956,6931.32197282956,6931.32197282956,9996.20059369413,8014.93448784075,7516.93372656872,,7516.93372656872,7516.93372656872
ETH,,4195.63651232899,4195.63651232899,4826.78320457086,4025.6655850433,8319.94082984057,8319.94082984057,8319.94082984057,8319.94082984057,8319.94082984057,12699.3595852836,12699.3595852836,5463.33893699087,,5463.33893699087,5463.33893699087,5463.33893699087,3546.19313078378,4649.28000484316,7237.45539436488,7237.45539436488,9251.28706766812,6953.61735575041,6953.61735575041,3729.68210474627,13517.4013616366,5079.61840235999,5079.61840235999,5056.77149395451,5056.77149395451,5056.77149395451,9128.09241502376,9128.09241502376,9128.09241502376,9128.09241502376,13756.9946853292,8875.14437264863,7289.22785224711,,7289.22785224711,7289.22785224711
FIN,,4259.55660459302,4259.55660459302,1441.12167860345,1946.69653559615,6338.06802616685,6338.06802616685,6338.06802616685,6338.06802616685,6338.06802616685,8707.85853126633,8707.85853126633,1532.63016425932,,1532.63016425932,1532.63016425932,1532.63016425932,2468.51213174194,1461.27524808388,8343.55665756976,8343.55665756976,7075.7131113469,7609.09957617077,7609.09957617077,3151.97534370245,9975.46968175521,1304.03302276725,1304.03302276725,916.323659817802,916.323659817802,916.323659817802,6880.781458697,6880.781458697,6880.781458697,6880.781458697,9968.38426024737,7978.26037629619,7500.94594530193,,7500.94594530193,7500.94594530193
FLK,,15424.9909624848,15424.9909624848,13119.4017804033,13046.7394972863,18621.971097863,18621.971097863,18621.971097863,18621.971097863,18621.971097863,8628.03939379524,8628.03939379524,12892.4604832489,,12892.4604832489,12892.4604832489,12892.4604832489,12688.0795845462,13202.809836888,15291.5495769629,15291.5495769629,18389.6872153687,15889.4647127741,15889.4647127741,11641.5078965651,7585.16171759336,13176.9004438214,13176.9004438214,13669.9209579586,13669.9209579586,13669.9209579586,18569.6758605096,18569.6758605096,18569.6758605096,18569.6758605096,7852.05786789378,17044.3116194558,16321.9947177258,,16321.9947177258,16321.9947177258
FRA,,5594.50124756479,5594.50124756479,1036.54130538466,1761.4311941684,8237.77344997191,8237.77344997191,8237.77344997191,8237.77344997191,8237.77344997191,7730.8075786918,7730.8075786918,400.637073329318,,400.637073329318,400.637073329318,400.637073329318,2099.13077542038,1255.91707851825,9949.76454389781,9949.76454389781,8988.49193089105,9249.51748491069,9249.51748491069,1988.85300585016,8902.43467717651,884.426645791134,884.426645791134,1370.24985366824,1370.24985366824,1370.24985366824,8793.56128099101,8793.56128099101,8793.56128099101,8793.56128099101,8986.13068934637,9849.34954552486,9212.34591258389,,9212.34591258389,9212.34591258389
FRO,,5965.09020988584,5965.09020988584,2108.70882278442,2918.89272064204,7616.640713709,7616.640713709,7616.640713709,7616.640713709,7616.640713709,7011.16859820959,7011.16859820959,1513.21023291592,,1513.21023291592,1513.21023291592,1513.21023291592,3389.01661420169,2294.53616563645,9970.59789644271,9970.59789644271,8213.41740492249,9225.91638782731,9225.91638782731,3535.80154399494,8273.4803085476,1855.93245088355,1855.93245088355,1980.29834836038,1980.29834836038,1980.29834836038,8023.05137478303,8023.05137478303,8023.05137478303,8023.05137478303,8275.66875373502,9322.54909072354,9072.33691733743,,9072.33691733743,9072.33691733743
GAB,,7250.51846595535,7250.51846595535,5340.35800675673,4886.79877585425,11422.5987032032,11422.5987032032,11422.5987032032,11422.5987032032,11422.5987032032,10184.9435979737,10184.9435979737,5584.02234626317,,5584.02234626317,5584.02234626317,5584.02234626317,4412.25102544018,5301.62228129322,10605.8226940813,10605.8226940813,12378.2487817316,10338.5165090144,10338.5165090144,3619.28213880269,10632.3839790878,5527.69397142165,5527.69397142165,5846.62816634101,5846.62816634101,5846.62816634101,12225.9444053913,12225.9444053913,12225.9444053913,12225.9444053913,10942.4786635686,12216.8006458132,10666.1903666726,,10666.1903666726,10666.1903666726
GBR,,5720.62147908027,5720.62147908027,1238.80477576733,2018.92325997576,8161.99339943159,8161.99339943159,8161.99339943159,8161.99339943159,8161.99339943159,7502.12519915847,7502.12519915847,513.08732923378,,513.08732923378,513.08732923378,513.08732923378,2395.08277234539,1461.28146878448,10026.6763409079,10026.6763409079,8880.14770688232,9313.19940024364,9313.19940024364,2332.68802689578,8695.61065718061,1036.0483562884,1036.0483562884,1452.73366923517,1452.73366923517,1452.73366923517,8685.44382283655,8685.44382283655,8685.44382283655,8685.44382283655,8764.20817186217,9803.2939443043,9250.37342114516,,9250.37342114516,9250.37342114516
GEO,,2271.50994597631,2271.50994597631,2341.71377549681,1772.82746272049,5861.79689329208,5861.79689329208,5861.79689329208,5861.79689329208,5861.79689329208,11008.4427517348,11008.4427517348,3039.26999433004,,3039.26999433004,3039.26999433004,3039.26999433004,1845.12093416771,2125.10226719092,6690.99247080133,6690.99247080133,6790.125147082,6043.99484985338,6043.99484985338,2949.30705200599,12231.1363099272,2514.18713363702,2514.18713363702,2141.4504761534,2141.4504761534,2141.4504761534,6613.42356093681,6613.42356093681,6613.42356093681,6613.42356093681,12277.1600429,7143.12462539987,6104.78066075667,,6104.78066075667,6104.78066075667
GGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,,7776.89726095744,7776.89726095744,4982.33809045519,4722.99479326902,11824.9047812193,11824.9047812193,11824.9047812193,11824.9047812193,11824.9047812193,8973.59059158385,8973.59059158385,5053.97832871913,,5053.97832871913,5053.97832871913,5053.97832871913,4331.80325304496,5000.04157259372,11532.5294979373,11532.5294979373,12766.023889811,11174.6229777123,11174.6229777123,3329.75927823698,9462.92599743932,5122.32361994871,5122.32361994871,5529.33029992778,5529.33029992778,5529.33029992778,12592.91506599,12592.91506599,12592.91506599,12592.91506599,9763.50498933543,12880.3785264731,11448.353123621,,11448.353123621,11448.353123621
GIB,,6599.813677363,6599.813677363,2227.18668317036,2560.42112012884,9695.57188923811,9695.57188923811,9695.57188923811,9695.57188923811,9695.57188923811,7407.49308623195,7407.49308623195,1903.62761057338,,1903.62761057338,1903.62761057338,1903.62761057338,2584.122096332,2378.41120753523,11018.8474124578,11018.8474124578,10486.3436880664,10374.6009515127,10374.6009515127,1736.34452049435,8415.88126584018,2220.92138854747,2220.92138854747,2736.47492633127,2736.47492633127,2736.47492633127,10291.8076643034,10291.8076643034,10291.8076643034,10291.8076643034,8579.54438516895,11244.7875380673,10414.1355447164,,10414.1355447164,10414.1355447164
GIN,,8769.67368594746,8769.67368594746,5129.93639768586,5144.12755102389,12513.2139047161,12513.2139047161,12513.2139047161,12513.2139047161,12513.2139047161,7428.86123456812,7428.86123456812,4953.30300115913,,4953.30300115913,4953.30300115913,4953.30300115913,4892.21338081868,5220.42368130084,12852.4164654256,12852.4164654256,13387.3006738001,12402.1596722284,12402.1596722284,3783.16582947843,7918.36913129932,5191.92223085068,5191.92223085068,5680.35970666756,5680.35970666756,5680.35970666756,13197.3745434911,13197.3745434911,13197.3745434911,13197.3745434911,8214.89512809255,13846.8262183162,12608.0182906959,,12608.0182906959,12608.0182906959
GLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,,8792.59992941869,8792.59992941869,4906.4056642785,5011.18749437536,12364.9923803449,12364.9923803449,12364.9923803449,12364.9923803449,12364.9923803449,6985.59190159641,6985.59190159641,4656.62923697572,,4656.62923697572,4656.62923697572,4656.62923697572,4814.77253464915,5018.27787189169,13004.4214202017,13004.4214202017,13201.5428416341,12502.302770289,12502.302770289,3707.36450552314,7543.4175232542,4942.14925074743,4942.14925074743,5445.66801103183,5445.66801103183,5445.66801103183,13008.4572887354,13008.4572887354,13008.4572887354,13008.4572887354,7826.63942431269,13793.9746590599,12668.2302716077,,12668.2302716077,12668.2302716077
GNB,,8799.17223546291,8799.17223546291,5002.20946780318,5072.90267979008,12439.1775648401,12439.1775648401,12439.1775648401,12439.1775648401,12439.1775648401,7144.70634779329,7144.70634779329,4779.54340158338,,4779.54340158338,4779.54340158338,4779.54340158338,4855.06976309803,5106.17828162644,12964.5786053886,12964.5786053886,13290.3222818342,12482.2697781461,12482.2697781461,3744.68635155286,7673.73763069494,5047.86192659979,5047.86192659979,5546.33203677637,5546.33203677637,5546.33203677637,13098.2151870802,13098.2151870802,13098.2151870802,13098.2151870802,7962.65131671862,13833.9753054681,12663.8332107198,,12663.8332107198,12663.8332107198
GNQ,,7083.34167671288,7083.34167671288,4979.80049174765,4548.70370945875,11232.3287605953,11232.3287605953,11232.3287605953,11232.3287605953,11232.3287605953,9970.04613067513,9970.04613067513,5210.10768648362,,5210.10768648362,5210.10768648362,5210.10768648362,4084.47994118851,4947.10994863749,10603.1522150001,10603.1522150001,12187.4103664032,10294.5220589932,10294.5220589932,3258.67947361673,10479.6281906614,5163.04407671755,5163.04407671755,5491.98186789737,5491.98186789737,5491.98186789737,12028.7172208413,12028.7172208413,12028.7172208413,12028.7172208413,10779.2681479023,12111.8548940689,10600.8331487796,,10600.8331487796,10600.8331487796
GRC,,4062.23676421923,4062.23676421923,1282.63995603092,524.574227170067,7633.62599909534,7633.62599909534,7633.62599909534,7633.62599909534,7633.62599909534,9763.79965009477,9763.79965009477,1931.50390412344,,1931.50390412344,1931.50390412344,1931.50390412344,0,1119.267570767,8461.62836268706,8461.62836268706,8535.50994832592,7846.73216178322,7846.73216178322,1110.78781061502,10878.2848455381,1535.16021446208,1535.16021446208,1597.55743659226,1597.55743659226,1597.55743659226,8351.25145585379,8351.25145585379,8351.25145585379,8351.25145585379,10997.6048997121,8980.42786137722,7934.22381620179,,7934.22381620179,7934.22381620179
GRD,,12711.3557664925,12711.3557664925,8140.41277222433,8711.93210990676,14248.6313350663,14248.6313350663,14248.6313350663,14248.6313350663,14248.6313350663,2502.9142681516,2502.9142681516,7493.21843042642,,7493.21843042642,7493.21843042642,7493.21843042642,8804.35564371163,8348.84183061665,17012.8343791381,17012.8343791381,14437.0169728303,16272.5607806359,16272.5607806359,7894.59751977314,2668.72653382076,8003.81030279308,8003.81030279308,8465.85803410578,8465.85803410578,8465.85803410578,14295.9540791477,14295.9540791477,14295.9540791477,14295.9540791477,2982.24588389517,15885.1930641572,16105.3422696869,,16105.3422696869,16105.3422696869
GRL,,7912.42486082231,7912.42486082231,4327.32753135309,5143.8995926358,8418.3071862599,8418.3071862599,8418.3071862599,8418.3071862599,8418.3071862599,5081.2166889292,5081.2166889292,3670.25456894179,,3670.25456894179,3670.25456894179,3670.25456894179,5594.74132219298,4522.23952333468,11376.1935617972,11376.1935617972,8724.5949353497,10635.0003121765,10635.0003121765,5559.73799873131,6365.9474414741,4076.29613260436,4076.29613260436,4211.48004696563,4211.48004696563,4211.48004696563,8560.3704416385,8560.3704416385,8560.3704416385,8560.3704416385,6299.4368314575,10097.1359139862,10361.6785349212,,10361.6785349212,10361.6785349212
GTM,,14159.621962645,14159.621962645,10014.9603603409,10764.5944940013,13359.5689564417,13359.5689564417,13359.5689564417,13359.5689564417,13359.5689564417,1274.8348524025,1274.8348524025,9288.84970324624,,9288.84970324624,9288.84970324624,9288.84970324624,11032.7056344765,10237.5790910357,16652.0936862283,16652.0936862283,13031.0610217994,16126.6523933867,16126.6523933867,10374.3181846838,535.079164364567,9805.7704590179,9805.7704590179,10134.2216289457,10134.2216289457,10134.2216289457,12977.0463925776,12977.0463925776,12977.0463925776,12977.0463925776,175.955164351189,14414.8529436031,15678.6934528144,,15678.6934528144,15678.6934528144
GUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,,12845.816081905,12845.816081905,8301.79742953151,8804.72246578984,14801.4389524621,14801.4389524621,14801.4389524621,14801.4389524621,14801.4389524621,3158.01883933122,3158.01883933122,7695.99286746421,,7695.99286746421,7695.99286746421,7695.99286746421,8839.07159920948,8500.22384810695,17254.6962181317,17254.6962181317,15062.4230189092,16555.6554818093,16555.6554818093,7862.73027002353,3140.78475038156,8189.65598713433,8189.65598713433,8674.62501269711,8674.62501269711,8674.62501269711,14912.5344635853,14912.5344635853,14912.5344635853,14912.5344635853,3480.04763280567,16480.1380685361,16470.7823092853,,16470.7823092853,16470.7823092853
HND,,14075.2999800282,14075.2999800282,9828.65073305618,10561.7107961232,13548.3337652832,13548.3337652832,13548.3337652832,13548.3337652832,13548.3337652832,1122.37073477004,1122.37073477004,9105.82285284309,,9105.82285284309,9105.82285284309,9105.82285284309,10808.7176256965,10051.3969647578,16870.8599648597,16870.8599648597,13267.4200453724,16299.4289315686,16299.4289315686,10113.135617376,239.106315927316,9626.67261129402,9626.67261129402,9974.83549378734,9974.83549378734,9974.83549378734,13204.2525279797,13204.2525279797,13204.2525279797,13204.2525279797,219.389379974994,14675.904118483,15867.3464333543,,15867.3464333543,15867.3464333543
HRV,,4610.88950932311,4610.88950932311,267.963824915699,680.698920876605,7658.14864248698,7658.14864248698,7658.14864248698,7658.14864248698,7658.14864248698,8812.86931700106,8812.86931700106,855.570281757188,,855.570281757188,855.570281757188,855.570281757188,1080.48244054018,305.313881226924,9015.9538538746,9015.9538538746,8489.93160057276,8342.76924094835,8342.76924094835,1453.93140796708,9978.99468540006,489.228487438373,489.228487438373,802.569340882316,802.569340882316,802.569340882316,8297.42226793866,8297.42226793866,8297.42226793866,8297.42226793866,10067.1437706666,9169.91270101689,8353.58427620739,,8353.58427620739,8353.58427620739
HTI,,12865.8088878137,12865.8088878137,8400.34340448097,9081.56024826233,13470.5376197849,13470.5376197849,13470.5376197849,13470.5376197849,13470.5376197849,1159.44044609287,1159.44044609287,7696.18977419171,,7696.18977419171,7696.18977419171,7696.18977419171,9276.23656969183,8620.7086126308,16659.7592464151,16659.7592464151,13474.0410623756,15928.3661146376,15928.3661146376,8509.46536437676,1654.37684277903,8221.244895137,8221.244895137,8621.96833765492,8621.96833765492,8621.96833765492,13359.5567296138,13359.5567296138,13359.5567296138,13359.5567296138,1879.63747722262,14954.9625133289,15621.6685457308,,15621.6685457308,15621.6685457308
HUN,,4363.38870117532,4363.38870117532,222.763868790421,624.831102030409,7353.15256184842,7353.15256184842,7353.15256184842,7353.15256184842,7353.15256184842,8963.20599447124,8963.20599447124,949.625947535652,,949.625947535652,949.625947535652,949.625947535652,1119.267570767,0,8754.69642179817,8754.69642179817,8184.77820818917,8073.65321448324,8073.65321448324,1696.03079105387,10150.4212714557,452.113891253302,452.113891253302,545.013965487749,545.013965487749,545.013965487749,7992.32242035182,7992.32242035182,7992.32242035182,7992.32242035182,10224.4105279938,8869.44219333098,8073.9898486966,,8073.9898486966,8073.9898486966
IDN,,5994.31245256031,5994.31245256031,10551.0588423104,9944.18690547679,5195.76315947584,5195.76315947584,5195.76315947584,5195.76315947584,5195.76315947584,17891.0058344448,17891.0058344448,11222.4170156244,,11222.4170156244,11222.4170156244,11222.4170156244,9829.39054176707,10337.5748180283,1973.49953812136,1973.49953812136,5274.93267882716,2709.73148527936,2709.73148527936,10723.8009738632,18447.2331498675,10703.4583339969,10703.4583339969,10262.6847971869,10262.6847971869,10262.6847971869,5372.01429482709,5372.01429482709,5372.01429482709,5372.01429482709,18087.9499093039,3804.25387485627,3011.08127873356,,3011.08127873356,3011.08127873356
IMN,,5959.46143484416,5959.46143484416,1593.01576325663,2395.93334777209,8158.61197595063,8158.61197595063,8158.61197595063,8158.61197595063,8158.61197595063,7175.13273454662,7175.13273454662,872.782496724241,,872.782496724241,872.782496724241,872.782496724241,2794.05069250386,1811.4441452047,10196.6312133319,10196.6312133319,8833.09217631242,9470.58846634532,9470.58846634532,2741.90474159359,8388.58917791819,1366.17791772069,1366.17791772069,1707.24907529336,1707.24907529336,1707.24907529336,8639.43109162056,8639.43109162056,8639.43109162056,8639.43109162056,8441.73130206744,9829.88305555789,9378.64367082921,,9378.64367082921,9378.64367082921
IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
