ISO,value,Sofia_45_Europa,Sofia_47_Europa,Santiago_70_Americas,Beijing_49_Asia,Havanna_60_Americas,Havanna_60_Americas.1,AddisAbeba_77_Africa,Bonn_48_Europa,Bonn_49_Europa,Bonn_52_Europa,Bonn_54_Europa,Budapest_47_Europa,Budapest_48_Europa,Prague_45_Europa,Warsaw_47_Europa,Pyongyang_48_Asia,Pyongyang_49_Asia,Bucharest_45_Europa,Bucharest_47_Europa,Moscow_49_Europa,HaNoi_76_Asia,Belgrade_45_Europa
"",,,,,,,,,,,,,,,,,,,,,,,
ABW,,,,,,,,,,,,,,,,,,,,,,,
GTM,,10764.5944940013,10764.5944940013,5721.94561898921,13359.5689564417,1274.8348524025,,13852.7575606451,9288.84970324624,9288.84970324624,9288.84970324624,9288.84970324624,10237.5790910357,10237.5790910357,9805.7704590179,10134.2216289457,12977.0463925776,12977.0463925776,10871.2677042504,10871.2677042504,10836.7651392467,15678.6934528144,10453.6672956268
GUF,,,,,,,,,,,,,,,,,,,,,,,
GUM,,,,,,,,,,,,,,,,,,,,,,,
GUY,,8804.72246578984,8804.72246578984,4646.11713029816,14801.4389524621,3158.01883933122,,10655.8664158653,7695.99286746421,7695.99286746421,7695.99286746421,7695.99286746421,8500.22384810695,8500.22384810695,8189.65598713433,8674.62501269711,14912.5344635853,14912.5344635853,9028.65651387925,9028.65651387925,9746.22194910726,16470.7823092853,8581.52377224607
HND,,10561.7107961232,10561.7107961232,5547.3801342886,13548.3337652832,1122.37073477004,,13540.1623675738,9105.82285284309,9105.82285284309,9105.82285284309,9105.82285284309,10051.3969647578,10051.3969647578,9626.67261129402,9974.83549378734,13204.2525279797,13204.2525279797,10681.5159910574,10681.5159910574,10724.6115751809,15867.3464333543,10256.3351347114
HRV,,680.698920876605,680.698920876605,12344.1948738212,7658.14864248698,8812.86931700106,,4623.53601209675,855.570281757188,855.570281757188,855.570281757188,855.570281757188,305.313881226924,305.313881226924,489.228487438373,802.569340882316,8297.42226793866,8297.42226793866,810.612271732717,810.612271732717,1871.50557335593,8353.58427620739,368.215034285508
HTI,,9081.56024826233,9081.56024826233,5755.66358951437,13470.5376197849,1159.44044609287,,11878.4508949978,7696.18977419171,7696.18977419171,7696.18977419171,7696.18977419171,8620.7086126308,8620.7086126308,8221.244895137,8621.96833765492,13359.5567296138,13359.5567296138,9233.85519554881,9233.85519554881,9505.73912053545,15621.6685457308,8793.51616615338
HUN,,624.831102030409,624.831102030409,12642.7082568363,7353.15256184842,8963.20599447124,,4649.28000484316,949.625947535652,949.625947535652,949.625947535652,949.625947535652,0,0,452.113891253302,545.013965487749,7992.32242035182,7992.32242035182,636.335275277394,636.335275277394,1567.8459961903,8073.9898486966,312.894032063318
IDN,,9944.18690547679,9944.18690547679,15611.7876687715,5195.76315947584,17891.0058344448,,7736.23765119424,11222.4170156244,11222.4170156244,11222.4170156244,11222.4170156244,10337.5748180283,10337.5748180283,10703.4583339969,10262.6847971869,5372.01429482709,5372.01429482709,9755.50120504906,9755.50120504906,9298.28641007101,3011.08127873356,10204.6773070452
IMN,,2395.93334777209,2395.93334777209,11588.1585966131,8158.61197595063,7175.13273454662,,6304.19650304,872.782496724241,872.782496724241,872.782496724241,872.782496724241,1811.4441452047,1811.4441452047,1366.17791772069,1707.24907529336,8639.43109162056,8639.43109162056,2446.96843302324,2446.96843302324,2661.35639360501,9378.64367082921,2067.59016491204
IND,,,,,,,,,,,,,,,,,,,,,,,
IRL,,2479.03352361924,2479.03352361924,11440.7203726071,8303.7992384002,7064.50947596118,,6350.08554778325,960.075309344235,960.075309344235,960.075309344235,960.075309344235,1907.81562442031,1907.81562442031,1468.88073073191,1832.42774072999,8781.0791220954,8781.0791220954,2544.14938488477,2544.14938488477,2803.85479656404,9524.71652994794,2152.80255291009
IRN,,2532.84326219065,2532.84326219065,14778.5985790562,5616.31217170361,11883.5264109406,,3220.93734745973,3894.23559127455,3894.23559127455,3894.23559127455,3894.23559127455,2961.92943356594,2961.92943356594,3369.93272916922,3016.57524511282,6407.26917654104,6407.26917654104,2353.21755096733,2353.21755096733,2463.56574489368,5507.71049642366,2799.22714048956
IRQ,,2114.60890350089,2114.60890350089,14085.5510494903,6309.69723523968,11597.2064700726,,2751.03960414108,3588.2436639384,3588.2436639384,3588.2436639384,3588.2436639384,2638.66071772002,2638.66071772002,3078.96381059901,2817.49101460758,7098.17765062685,7098.17765062685,2002.87754783604,2002.87754783604,2548.84288888515,6156.46798708245,2419.35808779688
ISL,,3710.82624935864,3710.82624935864,11626.7939847487,7904.26817935594,6290.5327589551,,7715.29480441507,2260.58560972178,2260.58560972178,2260.58560972178,2260.58560972178,3087.91732153797,3087.91732153797,2644.17590047962,2779.98060966572,8219.21942229979,8219.21942229979,3683.94128445322,3683.94128445322,3319.57592854553,9553.9222194231,3385.55828353987
ISR,,1601.89564009026,1601.89564009026,13222.9314037892,7134.6434536625,11015.8579720798,,2549.33072095371,3123.47062559825,3123.47062559825,3123.47062559825,3123.47062559825,2212.08631865288,2212.08631865288,2663.00613001248,2546.17968446454,7911.64299988069,7911.64299988069,1612.07738664393,1612.07738664393,2668.20146416194,7030.65167436225,1931.50127225964
ITA,,897.70081640421,897.70081640421,11891.0130804269,8145.93260770612,8710.29185324716,,4461.90831769252,1066.04077576566,1066.04077576566,1066.04077576566,1066.04077576566,814.616877958308,814.616877958308,922.997167384336,1317.12582474539,8797.62728024014,8797.62728024014,1141.55058800453,1141.55058800453,2380.80570802864,8747.18819445963,723.051318408757
JAM,,9470.28232183563,9470.28232183563,5726.43409453262,13453.5628483886,814.494219383753,,12347.7625769565,8056.65557412376,8056.65557412376,8056.65557412376,8056.65557412376,8990.76224195438,8990.76224195438,8581.42461868359,8964.70565614666,13274.4848149024,13274.4848149024,9611.1626753381,9611.1626753381,9806.15765000093,15680.28260657,9175.45387877347
JEY,,2087.75155674776,2087.75155674776,11382.0798437305,8444.51240318023,7403.30223755805,,5848.87500753957,682.533747657903,682.533747657903,682.533747657903,682.533747657903,1582.05190383793,1582.05190383793,1195.8859033037,1660.12142001135,8974.72138415262,8974.72138415262,2203.11902531252,2203.11902531252,2754.97576713899,9491.15975368326,1776.14577286625
JOR,,1630.35308853819,1630.35308853819,13291.6646796619,7068.50020268089,11061.4166266511,,2556.90081869051,3153.30973140024,3153.30973140024,3153.30973140024,3153.30973140024,2235.53646642812,2235.53646642812,2687.1877849293,2557.02546650493,7846.39126940828,7846.39126940828,1628.35867036998,1628.35867036998,2647.6071439091,6961.41020245006,1959.46988212605
JPN,,9199.99395325359,9199.99395325359,17235.2436985326,2104.34997480423,12135.4514990719,,10412.5008181083,9371.57221633879,9371.57221633879,9371.57221633879,9371.57221633879,9067.85522511442,9067.85522511442,9096.64039665224,8604.05331137415,1294.04818467543,1294.04818467543,8903.85300035965,8903.85300035965,7501.3506989765,3673.89507760142,9204.37849010151
KAZ,,3711.2870215366,3711.2870215366,16381.768259171,3661.42874432737,11388.0235129378,,5543.93337899921,4373.56808049176,4373.56808049176,4373.56808049176,4373.56808049176,3743.04108902711,3743.04108902711,3934.30040959784,3418.60861435812,4372.69196434169,4372.69196434169,3419.94559322042,3419.94559322042,2280.60703493995,4481.41108554861,3790.94713607881
KEN,,5058.12358426343,5058.12358426343,11548.4033705008,9214.75311750456,13045.491661282,,1160.56369941751,6419.16532831367,6419.16532831367,6419.16532831367,6419.16532831367,5672.18648071817,5672.18648071817,6082.92853429765,6116.29732011932,10009.5234477782,10009.5234477782,5177.13393130191,5177.13393130191,6325.28525485149,7898.02668741665,5359.96071065912
KGZ,,4129.06747135672,4129.06747135672,16828.0777821754,3474.23886374695,12325.3797997496,,5121.91941476661,5043.55328765834,5043.55328765834,5043.55328765834,5043.55328765834,4295.89188923438,4295.89188923438,4562.26186633235,4065.9069860906,4260.64937695492,4260.64937695492,3858.59460259773,3858.59460259773,2997.39112033786,3781.90089794578,4277.90835842415
KHM,,8463.70836777943,8463.70836777943,17541.1963280411,3336.97636605902,16085.203295084,,7237.45539436488,9564.8828048682,9564.8828048682,9564.8828048682,9564.8828048682,8754.69642179817,8754.69642179817,9067.16897175194,8586.70119861544,3675.05547431319,3675.05547431319,8232.74431843359,8232.74431843359,7536.15024431831,1051.72501065297,8678.26256130778
KIR,,14265.0028173222,14265.0028173222,12524.0426544556,7121.55862008476,11455.6055582267,,14830.9061619474,14081.3466895479,14081.3466895479,14081.3466895479,14081.3466895479,14031.9041425762,14031.9041425762,13952.5508748962,13516.2380787601,6352.57546507884,6352.57546507884,13971.971797663,13971.971797663,12506.2167373708,7591.04042359182,14219.6857436911
KNA,,8409.08661669784,8409.08661669784,5677.26376299701,13671.0764861096,2149.16958731157,,10923.3723769329,7121.19099448468,7121.19099448468,7121.19099448468,7121.19099448468,8006.50460804689,8006.50460804689,7639.78255838944,8082.87165693066,13707.1541403744,13707.1541403744,8592.16931041157,8592.16931041157,9064.23662689566,15587.4837485781,8143.61485993931
KOR,,8246.7493152793,8246.7493152793,18363.4965363331,955.768921729232,12620.8075138897,,9251.28706766812,8602.44831914702,8602.44831914702,8602.44831914702,8602.44831914702,8184.77820818917,8184.77820818917,8270.02257672398,7760.54042762796,194.93193413173,194.93193413173,7951.62400707944,7951.62400707944,6622.59323724276,2739.25561069078,8287.33706616579
KWT,,2652.32209881494,2652.32209881494,14257.0152952966,6228.6551078924,12141.4360306766,,2451.44027638472,4137.9363252055,4137.9363252055,4137.9363252055,4137.9363252055,3188.70003354396,3188.70003354396,3630.67014161688,3369.34534308393,7031.99754751971,7031.99754751971,2552.45629709081,2552.45629709081,3042.69494425133,5849.16964822203,2962.73005857084
LAO,,7814.20001261945,7814.20001261945,18165.9467428019,2770.38866562604,15425.7843764782,,6953.61735575041,8860.3549826104,8860.3549826104,8860.3549826104,8860.3549826104,8073.65321448324,8073.65321448324,8370.20710879051,7881.78014282474,3233.82828134187,3233.82828134187,7572.47719050051,7572.47719050051,6813.6077338911,480.480834283777,8013.61883150305
LBN,,1441.31101723264,1441.31101723264,13335.8106501836,6990.0021990461,10903.8166895071,,2776.11916620962,2963.56453960102,2963.56453960102,2963.56453960102,2963.56453960102,2036.56903431959,2036.56903431959,2488.67828737711,2343.5840782979,7759.47306675597,7759.47306675597,1421.16473611347,1421.16473611347,2434.26014021356,6971.04773551967,1768.43153845682
LBR,,5240.51798010438,5240.51798010438,7685.21862261993,12573.7436516445,7856.64345208658,,5472.10246786169,5196.10033022985,5196.10033022985,5196.10033022985,5196.10033022985,5377.26763152013,5377.26763152013,5391.17408285166,5862.01875315978,13291.221771307,13291.221771307,5536.65965616188,5536.65965616188,6938.86210800427,12481.8698005333,5231.01323359033
LBY,,1405.50813535665,1405.50813535665,11434.7392530964,8736.14123335475,9135.67990514032,,3729.68210474627,2042.98609720809,2042.98609720809,2042.98609720809,2042.98609720809,1696.03079105387,1696.03079105387,1912.03736576117,2238.82606876431,9443.16841306683,9443.16841306683,1700.48839882692,1700.48839882692,3166.18105854303,9009.70618646324,1464.9729546819
LCA,,8506.99309741882,8506.99309741882,5350.03891605909,14029.2980306216,2467.34188554635,,10815.2924770396,7274.47561523203,7274.47561523203,7274.47561523203,7274.47561523203,8135.7603116282,8135.7603116282,7786.64274305214,8245.70756293506,14091.1381439482,14091.1381439482,8704.49946570336,8704.49946570336,9261.11539323802,15873.7275497471,8254.60535147561
LIE,,1193.96754961619,1193.96754961619,11977.5620947893,7960.99755319505,8296.79133993837,,5049.84748041997,437.504926365169,437.504926365169,437.504926365169,437.504926365169,728.187235016094,728.187235016094,487.604872602426,1001.95234521223,8563.42315678446,8563.42315678446,1321.03849865335,1321.03849865335,2155.25854410665,8784.24895303387,884.866293703618
LKA,,6786.53751506518,6786.53751506518,15793.7965882476,5156.74372690156,16163.0784909782,,4534.06573058648,8202.42636035277,8202.42636035277,8202.42636035277,8202.42636035277,7264.54680367792,7264.54680367792,7678.55203428408,7313.70507448739,5803.54187042522,5803.54187042522,6642.86410341066,6642.86410341066,6564.88310824394,3204.37317724048,7078.93211194397
LSO,,7984.15889540673,7984.15889540673,8957.09285727173,11946.592635833,13086.1973402556,,4409.55554295432,9090.65548818084,9090.65548818084,9090.65548818084,9090.65548818084,8545.37064288635,8545.37064288635,8888.50598114686,9054.85696712832,12661.1039036411,12661.1039036411,8167.11935751283,8167.11935751283,9473.74729696809,10076.0111999992,8239.25972588854
LTU,,1340.88869940936,1340.88869940936,13323.8843727359,6579.10276904933,9002.45456053258,,5205.41859821241,1300.62402571225,1300.62402571225,1300.62402571225,1300.62402571225,908.865976996954,908.865976996954,897.781885401402,393.993128423353,7178.48498557578,7178.48498557578,1141.62762246874,1141.62762246874,792.82413855795,7525.62933900363,1150.7752164379
LUX,,1529.13855608646,1529.13855608646,11902.4253666827,7977.06273583839,7979.30844958089,,5422.12695825753,143.026581705467,143.026581705467,143.026581705467,143.026581705467,988.410015724864,988.410015724864,598.352903577884,1083.75282712957,8545.50096888701,8545.50096888701,1617.70650356323,1617.70650356323,2214.18042790049,8926.03323014324,1206.41908751736
LVA,,1586.09725558927,1586.09725558927,13323.6005195132,6533.40896456299,8822.78632895036,,5467.6351437783,1310.3268744725,1310.3268744725,1310.3268744725,1310.3268744725,1105.96382561027,1105.96382561027,995.991993045979,561.882057349952,7107.26432107749,7107.26432107749,1398.97551538767,1398.97551538767,844.592988719812,7576.14375509018,1373.28121017096
MAR,,2788.1003019058,2788.1003019058,10008.6679183436,9962.10566592242,7326.29869633953,,5412.17940390188,2174.41376971572,2174.41376971572,2174.41376971572,2174.41376971572,2634.48975574183,2634.48975574183,2488.75929111574,3003.25039708624,10561.5738673482,10561.5738673482,3044.25189703808,3044.25189703808,4154.33973368975,10648.0716963643,2620.56350196029
MCO,,1294.85279821775,1294.85279821775,11641.1911332512,8331.10696499547,8252.87894484137,,4899.30632323254,779.154324341076,779.154324341076,779.154324341076,779.154324341076,1003.56025009364,1003.56025009364,884.295192758883,1382.00523678808,8947.92530943285,8947.92530943285,1494.77684285149,1494.77684285149,2523.74652717001,9068.52579963643,1046.26199999683
MDA,,648.394713974334,648.394713974334,13308.0311706359,6750.73096092765,9636.82187553399,,4317.48630389771,1639.90921885107,1639.90921885107,1639.90921885107,1639.90921885107,734.487668136793,734.487668136793,1114.92792978823,808.50199171562,7425.98572648767,7425.98572648767,357.58851927963,357.58851927963,1145.37129974587,7358.44644905108,694.024724056964
MDG,,7258.84713754245,7258.84713754245,11270.0817766398,9652.85070187046,14825.97749089,,3234.56456731802,8669.26979075867,8669.26979075867,8669.26979075867,8669.26979075867,7881.45094098468,7881.45094098468,8307.1425343842,8289.88402801764,10343.5790554377,10343.5790554377,7344.88912590592,7344.88912590592,8325.2488030678,7740.97769980106,7572.58908348461
MDV,,6528.96394973864,6528.96394973864,15091.6664350545,5843.56538348496,16017.1243232573,,3877.88644352517,8004.09888034179,8004.09888034179,8004.09888034179,8004.09888034179,7054.98326921561,7054.98326921561,7488.64715074336,7173.78306259607,6518.93679807037,6518.93679807037,6420.87301960538,6420.87301960538,6550.44094124193,3963.21718230476,6838.6172205847
MEX,,10960.7467788429,10960.7467788429,6586.92239147581,12477.5727735809,1787.09467260446,,14438.940679601,9443.1765893653,9443.1765893653,9443.1765893653,9443.1765893653,10385.8265588997,10385.8265588997,9937.89002637672,10195.7606940946,12031.1186085152,12031.1186085152,11020.4131212838,11020.4131212838,10736.895051933,14773.6384378054,10636.0611538757
MHL,,13614.5655342036,13614.5655342036,13038.4475338365,6549.93487403358,11349.5456911346,,14481.3606125138,13418.1028256131,13418.1028256131,13418.1028256131,13418.1028256131,13370.1558046221,13370.1558046221,13287.4945780227,12852.6861382606,5766.75741464054,5766.75741464054,13322.8020937338,13322.8020937338,11850.2939275985,7194.04685435785,13561.8334975682
MKD,,174.187709087697,174.187709087697,12555.5446362891,7543.51244491511,9386.32314739178,,4030.50893897457,1465.07551795425,1465.07551795425,1465.07551795425,1465.07551795425,635.795691929147,635.795691929147,1049.31632046727,1138.40198915835,8229.28043097561,8229.28043097561,466.287076348533,466.287076348533,1926.26949163752,8028.91388577516,323.277672590297
MLI,,4492.27454740071,4492.27454740071,8367.55073298085,11846.1541865228,7889.00925309258,,5122.88165691794,4440.82036258972,4440.82036258972,4440.82036258972,4440.82036258972,4615.19044857024,4615.19044857024,4628.10174724908,5098.4479405645,12549.8320934693,12549.8320934693,4788.03694325004,4788.03694325004,6178.31712255804,11895.7798661912,4473.45070112288
MLT,,1069.86087092167,1069.86087092167,11711.0045541331,8428.64980261871,9120.7478932967,,3861.12234325927,1752.43664268193,1752.43664268193,1752.43664268193,1752.43664268193,1342.34210743059,1342.34210743059,1576.25960913763,1886.00551476199,9124.86396290791,9124.86396290791,1366.0660519953,1366.0660519953,2816.60920112294,8786.60338028341,1110.83999369574
MMR,,7369.58989256724,7369.58989256724,17744.628531691,3222.41404873967,15583.7049780087,,6268.83072025149,8515.22164537505,8515.22164537505,8515.22164537505,8515.22164537505,7680.944964255,7680.944964255,8009.07726116998,7540.42657808555,3783.64210787896,3783.64210787896,7144.75856809023,7144.75856809023,6525.80510835034,1123.12433054034,7592.25028386454
MNG,,6251.46217231801,6251.46217231801,18383.2998089492,1169.35084566338,12080.8140447078,,7646.21175929875,6674.78556410207,6674.78556410207,6674.78556410207,6674.78556410207,6203.08019569079,6203.08019569079,6312.05486296945,5797.34667277993,1808.12003235431,1808.12003235431,5956.43576151421,5956.43576151421,4649.48715274987,2984.55163999643,6296.23943569321
MNP,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,7661.27966873412,7661.27966873412,9580.68435747088,11322.6902820489,13498.8319316557,,3927.20991447392,8858.00999472644,8858.00999472644,8858.00999472644,8858.00999472644,8244.65911267471,8244.65911267471,8612.6604343117,8735.37765767051,12037.7157566041,12037.7157566041,7823.16156894401,7823.16156894401,9066.60061111863,9464.54159686077,7933.99517858905
MRT,,4595.07425040086,4595.07425040086,8134.68388581534,11915.6697341458,6884.82800564847,,5988.86735105865,4160.40145147636,4160.40145147636,4160.40145147636,4160.40145147636,4562.52702229216,4562.52702229216,4463.73944964183,4972.35266677579,12538.9233015741,12538.9233015741,4878.15171616738,4878.15171616738,6114.1177054046,12347.828597933,4494.69951335849
MTQ,,,,,,,,,,,,,,,,,,,,,,,
MUS,,7793.22131120689,7793.22131120689,11927.2527718789,9026.11898925273,15877.2836318771,,3824.84624714269,9272.21553685006,9272.21553685006,9272.21553685006,9272.21553685006,8416.62864420663,8416.62864420663,8860.05229246875,8766.18628646349,9655.87741140487,9655.87741140487,7833.99097317939,7833.99097317939,8618.81350837643,6961.75664468403,8118.72183386808
MWI,,6366.46834976104,6366.46834976104,10458.2730743854,10381.5280255105,13263.0204644527,,2602.52629317075,7625.76932945369,7625.76932945369,7625.76932945369,7625.76932945369,6961.8497899519,6961.8497899519,7346.03785944768,7438.67685304382,11147.0227323852,11147.0227323852,6515.78216173487,6515.78216173487,7736.1640715863,8777.3172571936,6649.49245824041
MYS,,8823.50196440962,8823.50196440962,16559.3342082801,4332.21506871213,17063.4930229973,,6988.94775735346,10062.7816066804,10062.7816066804,10062.7816066804,10062.7816066804,9191.82414386875,9191.82414386875,9546.89832848537,9097.63140500706,4660.96279390055,4660.96279390055,8622.6231915921,8622.6231915921,8121.26792340498,2028.56386259089,9072.55751244736
MYT,,,,,,,,,,,,,,,,,,,,,,,
NAM,,7254.96897057253,7254.96897057253,8464.50974708442,12354.6688553617,11884.0399896977,,4218.87836742299,8179.23939381296,8179.23939381296,8179.23939381296,8179.23939381296,7760.94279986638,7760.94279986638,8052.26468612323,8295.38797530975,13132.3040748578,13132.3040748578,7476.46779864843,7476.46779864843,8893.83222516442,10769.4626116173,7470.01182989879
NCL,,,,,,,,,,,,,,,,,,,,,,,
NER,,3822.4755819058,3822.4755819058,9289.85997632592,11024.5060662015,8879.00391092415,,4029.07212165083,4151.60566222326,4151.60566222326,4151.60566222326,4151.60566222326,4084.31818567892,4084.31818567892,4206.82547243369,4612.65072230222,11772.445070709,11772.445070709,4114.66359445008,4114.66359445008,5588.21636128934,10863.5841903653,3880.27683031513
NFK,,,,,,,,,,,,,,,,,,,,,,,
NGA,,4034.63466898801,4034.63466898801,9479.70097203546,10942.4062828758,9609.17062019888,,3437.16557410351,4620.47364171077,4620.47364171077,4620.47364171077,4620.47364171077,4398.56309844694,4398.56309844694,4593.28945146259,4941.855402209,11723.0316439587,11723.0316439587,4311.87050965246,4311.87050965246,5811.42630327321,10515.0926564349,4154.47416752291
NIC,,10647.9458122427,10647.9458122427,5310.05803487136,13786.8581901646,1285.03741441594,,13517.4013616366,9208.3850698436,9208.3850698436,9208.3850698436,9208.3850698436,10150.4212714557,10150.4212714557,9731.20174936331,10091.9409191636,13442.8601245449,13442.8601245449,10777.1225689874,10777.1225689874,10868.9095808516,16105.5320213511,10347.0964387667
NIU,,17105.4407315583,17105.4407315583,9686.06287083936,10033.7613662055,10589.9442178355,,16746.6871984756,16479.0627031499,16479.0627031499,16479.0627031499,16479.0627031499,16746.2799804926,16746.2799804926,16539.6226027817,16202.4261938035,9276.16927342012,9276.16927342012,16824.4527520987,16824.4527520987,15326.805781102,10188.6934296269,16991.3895113802
NLD,,1747.07444104281,1747.07444104281,11989.5489421062,7842.40872657306,7822.77190731881,,5700.61980320177,237.885418532012,237.885418532012,237.885418532012,237.885418532012,1156.20772457166,1156.20772457166,711.74768988199,1096.98329965558,8383.56446660758,8383.56446660758,1791.65434623955,1791.65434623955,2154.44200893776,8895.36436512096,1417.68563593928
NOR,,2098.38729313627,2098.38729313627,12707.1720779683,7043.37975992071,7977.62104672912,,6114.02677816954,1047.09000250971,1047.09000250971,1047.09000250971,1047.09000250971,1488.12414532976,1488.12414532976,1118.49461429364,1065.32321132666,7542.67245908428,7542.67245908428,2006.47301577169,2006.47301577169,1649.78025149285,8285.30409499857,1800.99111070409
NPL,,5751.13049522447,5751.13049522447,17641.9833922323,3157.46905664966,14226.1988138893,,5297.83521296523,6871.32653726255,6871.32653726255,6871.32653726255,6871.32653726255,6041.88082792829,6041.88082792829,6365.55049055882,5896.79450127958,3929.75274459208,3929.75274459208,5517.23328704812,5517.23328704812,4894.8497154374,2207.1957082323,5962.4181407211
NRU,,14100.6347102237,14100.6347102237,12937.594846513,6800.53627847323,12156.0433908215,,14216.0018385288,14126.1930827119,14126.1930827119,14126.1930827119,14126.1930827119,13947.9773091752,13947.9773091752,13929.3668955724,13459.9879049089,6066.68414125298,6066.68414125298,13804.4531217538,13804.4531217538,12389.0926783795,7050.3360519786,14100.0881924924
NZL,,17662.8060556161,17662.8060556161,9372.01910051023,10755.8835250062,12715.5759580186,,14416.4536193593,18595.7779046425,18595.7779046425,18595.7779046425,18595.7779046425,17968.8804378826,17968.8804378826,18207.7446673378,17690.2466642343,10188.6113846079,10188.6113846079,17453.2648722102,17453.2648722102,16538.7061543935,9895.38367284286,17901.5914630961
OMN,,3855.18800176898,3855.18800176898,14970.57606384,5681.014011516,13327.3074687115,,2639.47852093238,5312.5590836267,5312.5590836267,5312.5590836267,5312.5590836267,4364.369226473,4364.369226473,4795.66676708154,4485.41361439211,6489.87519464623,6489.87519464623,3732.20549430608,3732.20549430608,3956.30910764124,4877.54574994901,4157.12227123233
PAK,,4404.58005232415,4404.58005232415,16675.0305139987,3888.83555831019,13200.9601037366,,4448.62091986729,5561.86374492829,5561.86374492829,5561.86374492829,5561.86374492829,4709.61918238598,4709.61918238598,5048.6606009364,4595.53793591487,4699.61111058782,4699.61111058782,4173.51201523937,4173.51201523937,3658.11494797362,3514.69599705797,4620.09673745008
PAN,,10373.7305895521,10373.7305895521,4786.75721546359,14351.4026061313,1596.12653455109,,12911.1664872559,9006.03200126876,9006.03200126876,9006.03200126876,9006.03200126876,9925.98403778401,9925.98403778401,9530.88536015169,9935.2863357723,14086.0795677113,14086.0795677113,10534.4090184606,10534.4090184606,10814.331808474,16634.5244389206,10091.4377045409
PCN,,16899.2501414727,16899.2501414727,5776.16163575514,13707.2580757831,7414.8700612104,,17879.5751048546,15394.5633451234,15394.5633451234,15394.5633451234,15394.5633451234,16340.8737074509,16340.8737074509,15894.322918118,16136.2117235924,12897.1009619173,12897.1009619173,16976.4513396792,16976.4513396792,16454.1367873198,14318.7300897233,16580.8691105077
PER,,11754.7999829482,11754.7999829482,2454.96099410516,16651.9189453626,3936.45747919709,,13015.466293374,10629.1280099572,10629.1280099572,10629.1280099572,10629.1280099572,11451.3319529214,11451.3319529214,11130.9286095979,11606.2095803748,16272.4105987706,16272.4105987706,11981.6228003001,11981.6228003001,12642.8911945208,18967.3660103101,11534.7967189649
PHL,,9535.00773915746,9535.00773915746,17615.1547977011,2840.91991875537,15125.7369786582,,8937.57480507311,10358.1481202585,10358.1481202585,10358.1481202585,10358.1481202585,9691.25765133151,9691.25765133151,9916.43427202129,9402.82902929797,2748.43147937252,2748.43147937252,9268.13996548592,9268.13996548592,8264.89013246372,1753.47895709775,9687.45697951549
PLW,,11148.2556620791,11148.2556620791,16137.8620200895,4033.12901903423,14784.2373658271,,10514.3797701849,11840.6496417136,11840.6496417136,11840.6496417136,11840.6496417136,11252.7294997081,11252.7294997081,11435.716233205,10917.343871775,3617.5161547008,3617.5161547008,10872.5159995871,10872.5159995871,9764.6136748543,3431.14421732003,11277.2810017971
PNG,,13461.1539092332,13461.1539092332,13806.2260848983,6320.50648226606,14556.8505545476,,12183.839353005,14158.9807995577,14158.9807995577,14158.9807995577,14158.9807995577,13583.8732861624,13583.8732861624,13764.8097774022,13246.2837459602,5809.63773993684,5809.63773993684,13190.6733520242,13190.6733520242,12092.5713134627,5638.29363343724,13602.2741966844
POL,,1074.12569778315,1074.12569778315,12967.6057368386,6959.10899176555,8867.27359037064,,5056.77149395451,978.632236869379,978.632236869379,978.632236869379,978.632236869379,545.013965487749,545.013965487749,518.535027076712,0,7566.63975094171,7566.63975094171,945.042687022613,945.042687022613,1154.30928153737,7842.28841905112,825.448412615952
PRI,,,,,,,,,,,,,,,,,,,,,,,
PRK,,,,,,,,,,,,,,,,,,,,,,,
PRT,,2761.27305863376,2761.27305863376,10202.8545319752,9690.44451919638,7025.37529756216,,5789.60389027132,1847.15193256047,1847.15193256047,1847.15193256047,1847.15193256047,2482.72466481911,2482.72466481911,2247.66643319966,2764.7659976913,10247.546680539,10247.546680539,2982.78751749596,2982.78751749596,3915.27811569484,10556.6776483847,2537.09127852265
PRY,,11181.0514687237,11181.0514687237,1551.78992024679,18291.2255951282,5984.18956134718,,11078.0860805582,10538.3698698309,10538.3698698309,10538.3698698309,10538.3698698309,11112.5733607442,11112.5733607442,10941.2583341959,11459.7704407082,18447.2006359417,18447.2006359417,11463.9742162016,11463.9742162016,12613.2321089784,18276.451220716,11072.6928797842
PYF,,,,,,,,,,,,,,,,,,,,,,,
QAT,,3217.62910616367,3217.62910616367,14410.7396660746,6164.90759852537,12707.7335043609,,2252.26404038074,4710.02471000906,4710.02471000906,4710.02471000906,4710.02471000906,3761.16820235874,3761.16820235874,4204.00576735278,3941.24548846177,6975.28802869596,6975.28802869596,3124.83665248642,3124.83665248642,3567.24520579963,5546.57800946341,3531.22562527911
REU,,,,,,,,,,,,,,,,,,,,,,,
ROU,,296.208378090785,296.208378090785,13010.8124993153,7077.80314762328,9596.62991392244,,4111.76589205988,1585.52878162175,1585.52878162175,1585.52878162175,1585.52878162175,636.335275277394,636.335275277394,1082.61185282302,945.042687022613,7763.11759957361,7763.11759957361,0,0,1499.88684427647,7605.74651204869,449.944883486067
